question_id,db_id,question,difficulty,judge_evaluation_sql_eval_reasoning,judge_evaluation_sql_eval_status,judge_evaluation_sparql_eval_reasoning,judge_evaluation_sparql_eval_status,judge_evaluation_sparql_eval_error_category,judge_evaluation_comparison_summary,judge_evaluation_comparison_winner
1533,debit_card_specializing,For all the people who paid more than 29.00 per unit of product id No.5. Give their consumption status in the August of 2012. Context: August of 2012 refers to the Date value = '201208' ; Price per unit of product = Price / Amount;,moderate,The SQL result returns 9 rows instead of the ground truth 10 and includes an extra CustomerID column (allowed) but is missing one Consumption value (ground truth contains 126157.7 twice while the SQL result contains it only once). Row count and values therefore do not match the ground truth.,WRONG_ANSWER,"The SPARQL result returns 153 rows, far more than the ground truth 10 rows. Although it provides consumption values and extra columns are allowed, the row count and the set of Consumption values do not match the ground truth (many incorrect/extra rows).",WRONG_ANSWER,LOGIC,Both predictions are incorrect: the SQL output misses one expected row (9 vs 10) and the SPARQL output returns many extraneous rows (153 vs 10).,TIE_BOTH_INCORRECT
1312,student_club,"What's Angela Sanders's major? Context: Angela Sanders is the full name; full name refers to first_name, last_name; major refers to major_name.",simple,"SQL output matches the ground truth exactly (one row with major_name 'Business'), so it's semantically correct.",CORRECT,"SPARQL output contains the required major_name 'Business' (extra URI columns are allowed), so it is semantically correct.",CORRECT,NONE,Both SQL and SPARQL returned the correct major ('Business') for Angela Sanders.,TIE_BOTH_CORRECT
1317,student_club,"Among the students from the Student_Club who attended the event ""Women's Soccer"", how many of them want a T-shirt that's in medium size? Context: Women's Soccer is an event name; T-shirt that is in medium size refers to t_shirt_size = 'Medium'",moderate,The SQL result returns a single numeric value of 7 which matches the ground truth count (7). The slight difference in label (COUNT(DISTINCT ...) vs COUNT(...)) does not affect the value; therefore it's correct.,CORRECT,The SPARQL result returns a single numeric value of 7 which exactly matches the ground truth count. No schema or formatting issues affect the value.,CORRECT,NONE,Both predicted results match the ground truth count of 7.,TIE_BOTH_CORRECT
1322,student_club,"Among the events attended by more than 10 members of the Student_Club, how many of them are meetings? Context: meetings events refers to type = 'Meeting'; attended by more than 10 members refers to COUNT(event_id) > 10",moderate,"The SQL returns a single row with value 4 (COUNT(*) = 4) while the ground truth has 4 rows each with value 1. The multiset of values and row counts do not match, so the SQL result is not semantically equivalent to the ground truth.",WRONG_ANSWER,"The SPARQL returns a single row with meetingCount = 4, but the ground truth contains 4 rows each with value 1. The row count and values do not match the ground truth, so this is not correct.",WRONG_ANSWER,LOGIC,"Both predictions return a single aggregated value 4 instead of four rows of value 1, so both are incorrect.",TIE_BOTH_INCORRECT
1323,student_club,List all the names of events that had an attendance of over 20 students but were not fundraisers. Context: name of events refers to event_name; attendance of over 20 students COUNT(event_id) > 20.,moderate,"The SQL result contains the same 8 event_name values as the ground truth (ordering differs but ordering is not required), so it matches the ground truth.",CORRECT,"The SPARQL result includes the same 8 eventName values (with corresponding attendance counts all >20); extra columns/IRIs are allowed, so it matches the ground truth.",CORRECT,NONE,Both the SQL and SPARQL predictions return the same set of 8 event names as the ground truth.,TIE_BOTH_CORRECT
1331,student_club,What is the amount of the funds that the Vice President received? Context: 'Vice President' is a position of Student Club; funds received refers to amount.,simple,The SQL result returns a single numeric value SUM(T1.amount) = 50 which matches the ground-truth amount (50). Column naming/aggregation is acceptable per criteria.,CORRECT,"The SPARQL result returns totalAmount = 100.0 for a member (and includes extra label), which does not match the ground-truth amount 50. Value mismatch indicates an incorrect result.",WRONG_ANSWER,LOGIC,The SQL prediction matches the ground truth (50); the SPARQL prediction returns an incorrect amount (100) so the SQL prediction wins.,SQL
1334,student_club,"List the full name of the Student_Club members that grew up in Illinois state. Context: full name of member refers to first_name, last_name",simple,"SQL output exactly matches the ground truth rows and row count (Trent Smith, Tyler Hewitt, Annabella Warren).",CORRECT,SPARQL output contains the same three first/last name pairs (order different) and an extra 'member' column which is allowed; values and row count match the ground truth.,CORRECT,NONE,Both SQL and SPARQL results return the same three student names from Illinois and match the ground truth.,TIE_BOTH_CORRECT
1338,student_club,"Was each expense in October Meeting on October 8, 2019 approved? Context: event_name = 'October Meeting' where event_date = '2019-10-08'; approved = True means expenses was approved; approved = False means expenses was not approved",moderate,Matches the ground truth: three rows and each 'approved' value is true. Extra expense_id column is allowed per criteria.,CORRECT,"Returned a single boolean false, which contradicts the ground truth of three true approvals; result count and values do not match.",WRONG_ANSWER,LOGIC,The SQL prediction matches the ground truth exactly while the SPARQL prediction is incorrect.,SQL
1339,student_club,"Calculate the total average cost that Elijah Allen spent in the events on September and October. Context: Elijah Allen is the full name; full name refers to first_name, last_name; The 5th and 6th string of the expense_date in the expense table can refer to month; events in September and October refers to month(expense_date) = 9 OR month(expense_date) = 10",challenging,The SQL output returns a single row with AVG = 74.0775 which exactly matches the ground truth average value and row count; column names/formatting are ignored per instructions.,CORRECT,"The SPARQL output includes avgSpent = 74.0775 matching the ground truth average. Extra columns (member, totalSpent) are allowed, and the result has the correct value and row count.",CORRECT,NONE,Both SQL and SPARQL outputs contain the correct average value 74.0775 and a single row; both are correct.,TIE_BOTH_CORRECT
1340,student_club,"Calculate the difference of the total amount spent in all events by the Student_Club in year 2019 and 2020. Context: The first 4 strings of the event_date values in the event table can represent year; The difference of the total amount spent = SUBTRACT(spent where YEAR(event_date) = 2019, spent where YEAR(event_date) = 2020)",moderate,"The SQL result returns a single value 295.12 which does not match the ground truth 2086.05, so the numeric result is incorrect.",WRONG_ANSWER,"The SPARQL result shows sum2019 = 2086.05, sum2020 = 0.0 and difference = 2086.05 which matches the ground truth value 2086.05 (extra columns are allowed).",CORRECT,NONE,The SPARQL prediction matches the ground truth; the SQL prediction does not.,SPARQL
1344,student_club,What was the notes of the fundraising on 2019/9/14? Context: fundraising on 2019/9/14 refers to source = 'Fundraising' where date_received = '2019-09-14',simple,SQL output matches the ground truth exactly: one row with notes = 'Secured donations to help pay for speaker gifts.',CORRECT,"SPARQL returned one row and includes the correct note value in the incomeNotes column; additional columns (income and null notes) are allowed per rules, so the correct answer is present.",CORRECT,NONE,Both predictions return the correct note for the 2019-09-14 Fundraising record.,TIE_BOTH_CORRECT
1346,student_club,"Tell the phone number of ""Carlo Jacobs"". Context: Carlo Jacobs is the full name; full name refers to first_name, last_name;",simple,SQL output matches the ground truth exactly: single row with phone '928-555-2577'.,CORRECT,"SPARQL output includes the correct phone value but returns two rows (a duplicate member/phone with an extra label row), causing a row-count mismatch with the ground truth.",WRONG_ANSWER,LOGIC,"The SQL prediction exactly matches the ground truth; the SPARQL prediction contains the correct phone but an extra duplicate row/label, so SQL wins.",SQL
1350,student_club,"What is the status of the event which bought ""Post Cards, Posters"" on 2019/8/20? Context: 'Post Cards, Posters' is an expense description; on 2019/8/20 refers to expense_date = '2019-8-20'; status of event refers to event_status",moderate,"The SQL output has one row with event_status 'Closed', matching the ground truth value and row count exactly.",CORRECT,"The SPARQL output contains the correct status value 'Closed' but returns two rows (duplicates/extra row) instead of the single row in the ground truth. Extra columns are allowed, but the row count does not match.",WRONG_ANSWER,LOGIC,SQL matches the ground truth exactly; SPARQL returns the correct status value but with an incorrect extra row.,SQL
1351,student_club,"What was Brent Thomason's major? Context: Brent Thomason is the full name; full name refers to first_name, last_name; major refers to major_name",simple,SQL result exactly matches the ground truth major_name 'Business Education' with one row; values and row count are correct.,CORRECT,SPARQL result contains the correct majorLabel 'Business Education' for memberLabel 'Brent Thomason'. Extra columns (URIs and labels) are allowed and do not affect correctness.,CORRECT,NONE,Both SQL and SPARQL returned the correct major 'Business Education' for Brent Thomason.,TIE_BOTH_CORRECT
1352,student_club,"For all the club members from ""Business"" major, how many of them wear medium size t-shirt? Context: 'Business' is a major name; wear medium size t-shirt refers to t_shirt_size = 'Medium'",moderate,"SQL result returns a single count value of 1, which matches the ground truth count of members from Business major wearing Medium t-shirts.",CORRECT,SPARQL result includes a count of 1 (matching the ground truth). The extra 'members' column is allowed per criteria and does not contradict the correct count.,CORRECT,NONE,Both SQL and SPARQL returned the correct count of 1 member.,TIE_BOTH_CORRECT
1356,student_club,Which department was the President of the club in? Context: 'President' is a position of Student Club,simple,SQL result matches the ground truth exactly: single row with department 'Liberal Arts Program'.,CORRECT,SPARQL returns the correct department value but returns two rows (duplicates) and extra columns; row count does not match the single-row ground truth.,WRONG_ANSWER,LOGIC,The SQL prediction exactly matches the ground truth; the SPARQL prediction contains the correct department value but has an incorrect row count (duplicate rows).,SQL
1357,student_club,"State the date Connor Hilton paid his/her dues. Context: Connor Hilton is the full name; full name refers to first_name, last_name; date the dues was paid refers to date_received where source = 'Dues';",simple,SQL output matches the ground truth exactly (two rows with dates 2019-10-02 and 2019-09-12).,CORRECT,SPARQL returns the same two date values under incomeDate (2019-10-02 and 2019-09-12); the extra income URI column is allowed.,CORRECT,NONE,Both predictions return the correct two dates; SQL matches exactly and SPARQL provides the correct dates with an extra ID column.,TIE_BOTH_CORRECT
1359,student_club,"How many times was the budget in Advertisement for ""Yearly Kickoff"" meeting more than ""October Meeting""? Context: budget in Advertisement refer to category = 'Advertisement' in the budget table; DIVIDE(SUM(amount when event_name = 'Yearly Kickoff'), SUM(amount when event_name = 'October Meeting'))",challenging,"The SQL output 'times_more' = 2.727272727272727 exactly matches the ground truth ratio (2.727272727272727), so the numeric result and row count are semantically equivalent.",CORRECT,"The SPARQL result reports sumYearly = 1060.0, sumOctober = 1060.0, ratio = 1.0, which does not match the ground truth ratio (2.727...). The values are incorrect, indicating a logic or aggregation error.",WRONG_ANSWER,LOGIC,The SQL prediction returns the correct ratio matching the ground truth; the SPARQL prediction returns incorrect aggregated values and ratio.,SQL
